Ortholog	Version	Category	Description
COG0341	5.0	U	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
COG0495	5.0	J	leucyl-tRNA aminoacylation
COG2186	5.0	K	DNA-binding transcription factor activity
COG2186	5.0	K	Transcriptional regulator
COG2909	5.0	K	trisaccharide binding
COG0656	5.0	AT	L-ascorbic acid biosynthetic process
COG0656	5.0	S	aldo-keto reductase (NADP) activity
COG3836	5.0	G	Belongs to the HpcH HpaI aldolase family
COG3836	5.0	G	2-keto-3-deoxy-L-rhamnonate aldolase activity
33TEE	5.0	S	NA
COG3809	5.0	S	Transcription factor zinc-finger
31IT8	5.0	S	SnoaL-like domain
COG0744	5.0	M	Peptidoglycan polymerase that catalyzes glycan chain elongation from lipid-linked precursors
COG0768	5.0	M	penicillin-binding protein
COG0768	5.0	M	penicillin binding
COG3039	5.0	L	transposase activity
COG3039	5.0	L	Transposase
30W3C	5.0	S	NA
320RZ	5.0	S	NA
COG4681	5.0	S	YaeQ
341DN	5.0	S	NA
COG2020	5.0	O	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
COG2020	5.0	O	methyltransferase activity
COG0386	5.0	O	glutathione peroxidase activity
COG0386	5.0	O	Belongs to the glutathione peroxidase family
COG4447	5.0	KLT	cellulose binding
COG4447	5.0	S	cellulose binding
34BUB	5.0	S	NA
COG2423	5.0	E	thiomorpholine-carboxylate dehydrogenase activity
COG2423	5.0	E	ornithine cyclodeaminase activity
COG1216	5.0	S	transferase activity, transferring glycosyl groups
COG1216	5.0	V	Glycosyl transferase, family 2
COG4575	5.0	S	ribosome binding
COG4575	5.0	T	ribosome binding
COG1611	5.0	NOU	Belongs to the LOG family
COG1611	5.0	S	cytokinin biosynthetic process
COG1321	5.0	K	protein dimerization activity
COG1321	5.0	K	iron dependent repressor
COG4678	5.0	G	Muramidase (Phage lambda lysozyme)
COG4678	5.0	G	NA
COG1403	5.0	V	HNH endonuclease
COG1403	5.0	V	endonuclease activity
COG4680	5.0	S	protein conserved in bacteria
COG4680	5.0	K	protein conserved in bacteria
COG2916	5.0	D	Histone family protein nucleoid-structuring protein H-NS
COG2916	5.0	S	protein dimerization activity
COG0466	5.0	O	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner
COG0466	5.0	O	ATP-dependent peptidase activity
COG5278	5.0	T	NA
COG5278	5.0	T	phosphoserine phosphatase activity
COG0312	5.0	H	modulator of DNA gyrase
COG0312	5.0	S	metallopeptidase activity
COG3121	5.0	NU	Chaperone
COG3121	5.0	NU	pilus organization
33XQ3	5.0	S	NA
COG1271	5.0	C	oxidase subunit
COG1271	5.0	C	aerobic electron transport chain
COG0108	5.0	H	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
COG0108	5.0	H	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate
COG0807	5.0	H	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate
COG0807	5.0	H	GTP cyclohydrolase II activity
COG2902	5.0	E	Dehydrogenase
COG2902	5.0	E	glutamate catabolic process to 2-oxoglutarate
COG3313	5.0	I	Fe-S protein
COG3313	5.0	S	Fe-S protein
COG1174	5.0	P	glycine betaine transport
COG0564	5.0	J	pseudouridine synthase activity
COG0392	5.0	S	lysyltransferase activity
COG0392	5.0	M	lysyltransferase activity
COG1344	5.0	N	Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella
COG1344	5.0	N	bacterial-type flagellum-dependent cell motility
COG3468	5.0	MU	outer membrane autotransporter barrel domain protein
COG3468	5.0	MU	cell adhesion
COG1559	5.0	S	lytic endotransglycosylase activity
COG1559	5.0	F	Functions as a peptidoglycan terminase that cleaves nascent peptidoglycan strands endolytically to terminate their elongation
COG5486	5.0	S	Predicted metal-binding integral membrane protein (DUF2182)
COG5486	5.0	S	Metal-binding integral membrane protein
COG4256	5.0	P	Hemin uptake protein hemP
COG4256	5.0	P	Hemin uptake protein
COG3038	5.0	C	respiratory electron transport chain
COG3038	5.0	C	cytochrome b561
COG4688	5.0	L	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD
COG4688	5.0	S	NA
COG0079	5.0	E	histidinol-phosphate transaminase activity
COG0079	5.0	E	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily
33QHT	5.0	S	NA
COG1926	5.0	S	nucleoside metabolic process
COG1926	5.0	Q	phosphoribosyltransferase
COG2181	5.0	C	nitrate reductase, gamma subunit
COG2181	5.0	C	nitrate reductase activity
COG1843	5.0	N	bacterial-type flagellum organization
COG1843	5.0	N	Required for flagellar hook formation. May act as a scaffolding protein
COG1132	5.0	V	ATPase activity, coupled to transmembrane movement of substances
COG1132	5.0	V	(ABC) transporter
COG4829	5.0	Q	muconolactone delta-isomerase activity
COG4829	5.0	Q	muconolactone delta-isomerase
2Z883	5.0	S	NA
COG3209	5.0	M	COG3209 Rhs family protein
COG3209	5.0	M	self proteolysis
33FVA	5.0	S	NA
2ZGDG	5.0	S	NA
COG1404	5.0	O	serine-type endopeptidase activity
COG1404	5.0	O	Belongs to the peptidase S8 family
COG1234	5.0	S	tRNA 3'-trailer cleavage
COG1234	5.0	L	tRNA 3'-trailer cleavage
COG0188	5.0	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner
COG0188	5.0	L	DNA topoisomerase II activity
COG1200	5.0	L	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)
COG1200	5.0	L	ATP-dependent DNA helicase activity
COG0763	5.0	M	Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell
COG0763	5.0	M	lipid-A-disaccharide synthase activity
COG1179	5.0	H	tRNA threonylcarbamoyladenosine dehydratase
COG1179	5.0	H	involved in molybdopterin and THIamine biosynthesis family 1
33X0X	5.0	S	NA
COG0679	5.0	D	Auxin Efflux Carrier
COG0679	5.0	S	auxin-activated signaling pathway
COG2259	5.0	O	Doxx family
COG2259	5.0	S	methylamine metabolic process
COG3758	5.0	E	protein conserved in bacteria
COG3758	5.0	S	HutD
COG1118	5.0	P	ATPase-coupled thiosulfate transmembrane transporter activity
COG1118	5.0	P	Part of the ABC transporter complex CysAWTP involved in sulfate thiosulfate import. Responsible for energy coupling to the transport system
COG1106	5.0	D	Psort location Cytoplasmic, score
COG1106	5.0	S	AAA domain, putative AbiEii toxin, Type IV TA system
33TQ7	5.0	S	NA
341HE	5.0	S	NA
COG4795	5.0	U	protein transport across the cell outer membrane
COG4795	5.0	U	General secretion pathway protein
COG1250	5.0	I	3-hydroxyacyl-CoA dehydrogenase activity
COG1250	5.0	I	3-hydroxyacyl-CoA dehydrogenase
COG0141	5.0	E	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine
COG0141	5.0	E	histidinol dehydrogenase activity
COG4279	5.0	L	zinc finger
COG4279	5.0	S	zinc finger
34367	5.0	K	Bacterial regulatory helix-turn-helix protein, lysR family
COG2890	5.0	J	protein-(glutamine-N5) methyltransferase activity
COG1984	5.0	E	5-oxoprolinase (ATP-hydrolyzing) activity
COG1984	5.0	E	allophanate hydrolase subunit 2
COG2049	5.0	E	5-oxoprolinase (ATP-hydrolyzing) activity
COG5527	5.0	L	Initiator Replication protein
COG0437	5.0	C	4 iron, 4 sulfur cluster binding
COG4251	5.0	T	negative regulation of phosphorylation
COG4251	5.0	T	photoreceptor activity
3167X	5.0	S	Protein of unknown function (DUF3304)
COG1918	5.0	P	ferrous iron import across plasma membrane
COG1918	5.0	P	iron ion homeostasis
COG4775	5.0	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
COG4775	5.0	M	membrane organization
COG0631	5.0	T	protein serine/threonine phosphatase activity
COG0399	5.0	E	UDP-4-amino-4-deoxy-L-arabinose aminotransferase
COG1873	5.0	EG	PFAM PRC-barrel domain
COG1873	5.0	S	PRC-barrel domain
COG0067	5.0	E	glutamate synthase
COG0067	5.0	E	L-glutamate biosynthetic process
COG0069	5.0	E	glutamate synthase activity
COG0070	5.0	E	glutamate synthase
COG0070	5.0	E	L-glutamate biosynthetic process
2Z9HI	5.0	S	Domain of unknown function (DUF4126)
2ZEKU	5.0	S	NA
COG0509	5.0	E	glycine decarboxylation via glycine cleavage system
COG2081	5.0	S	HI0933-like protein
COG2081	5.0	N	HI0933 family
COG2130	5.0	K	NADP-dependent
COG2130	5.0	S	13-prostaglandin reductase activity
32EE9	5.0	S	NA
349ZH	5.0	S	NA
COG0077	5.0	E	erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process
COG0077	5.0	E	Prephenate dehydratase
COG1605	5.0	E	chorismate mutase
COG1605	5.0	E	Chorismate mutase
340YB	5.0	S	NA
COG1556	5.0	C	Lactate utilization protein
COG1556	5.0	S	LUD domain
COG3144	5.0	N	bacterial-type flagellum assembly
COG3616	5.0	E	Amino acid aldolase or racemase
COG3616	5.0	E	Alanine racemase, N-terminal domain
34ABS	5.0	S	NA
COG1741	5.0	S	quercetin 2,3-dioxygenase activity
COG1741	5.0	O	Belongs to the pirin family
2ZH7E	5.0	S	NA
COG3504	5.0	U	multi-organism process
COG3504	5.0	U	Conjugal transfer protein
30WYA	5.0	S	Domain of unknown function (DUF4148)
COG3576	5.0	C	pyridoxamine 5-phosphate
COG3576	5.0	S	Pyridoxamine 5'-phosphate oxidase
COG0810	5.0	M	Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins
COG0810	5.0	M	energy transducer activity
COG1476	5.0	K	TRANSCRIPTIONal
COG1476	5.0	K	sequence-specific DNA binding
301FE	5.0	S	NA
COG2770	5.0	T	HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain
COG2770	5.0	T	Histidine kinase
COG5002	5.0	T	protein histidine kinase activity
COG2755	5.0	E	glucomannan catabolic process
COG2755	5.0	E	lipolytic protein G-D-S-L family
COG3639	5.0	P	organic phosphonate transmembrane transporter activity
COG3162	5.0	KT	membrane
COG3162	5.0	S	Protein of unknown function, DUF485
COG0557	5.0	K	RNA phosphodiester bond hydrolysis, exonucleolytic
COG0557	5.0	K	exoribonuclease II activity
COG1127	5.0	Q	ABC transporter
COG1127	5.0	Q	ATPase activity
COG0313	5.0	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA
COG0313	5.0	H	rRNA processing
COG3143	5.0	NT	Plays an important role in bacterial chemotaxis signal transduction pathway by accelerating the dephosphorylation of phosphorylated CheY (CheY-P)
COG3143	5.0	NT	archaeal or bacterial-type flagellum-dependent cell motility
COG1954	5.0	K	response to biotic stimulus
COG1954	5.0	K	Regulates expression of the glpD operon. In the presence of glycerol 3-phosphate (G3P) causes antitermination of transcription of glpD at the inverted repeat of the leader region to enhance its transcription. Binds and stabilizes glpD leader mRNA
COG1477	5.0	H	protein flavinylation
COG2309	5.0	E	aminopeptidase activity
COG4114	5.0	S	iron assimilation
COG4114	5.0	HP	ferric iron reductase
COG1664	5.0	M	Polymer-forming cytoskeletal
COG2703	5.0	P	oxygen carrier activity
34B6K	5.0	S	NA
COG2805	5.0	NU	Type II/IV secretion system protein
COG1437	5.0	F	histone methyltransferase activity (H4-K20 specific)
COG1437	5.0	F	CYTH domain
COG4094	5.0	S	9,15,9'-tri-cis-zeta-carotene isomerase activity
COG4094	5.0	S	NnrU protein
COG1331	5.0	O	Highly conserved protein containing a thioredoxin domain
COG3026	5.0	T	antisigma factor binding
COG1739	5.0	S	response to benomyl
COG1739	5.0	S	Uncharacterized protein family UPF0029
COG1744	5.0	S	ABC transporter substrate-binding protein PnrA-like
COG1744	5.0	ET	ABC transporter substrate-binding protein PnrA-like
COG3182	5.0	S	PepSY-associated TM region
COG3182	5.0	E	Iron-regulated membrane protein
COG1814	5.0	P	membrane
COG1814	5.0	S	cellular manganese ion homeostasis
COG3257	5.0	F	ureidoglycine aminohydrolase activity
COG3257	5.0	S	ureidoglycine aminohydrolase activity
COG1253	5.0	S	flavin adenine dinucleotide binding
COG1253	5.0	E	flavin adenine dinucleotide binding
COG3028	5.0	S	Protein of unknown function (DUF615)
COG3028	5.0	S	Belongs to the UPF0307 family
333GY	5.0	S	NA
COG2185	5.0	I	Catalyzes the reversible interconversion of isobutyryl- CoA and n-butyryl-CoA, using radical chemistry. Also exhibits GTPase activity, associated with its G-protein domain (MeaI) that functions as a chaperone that assists cofactor delivery and proper holo-enzyme assembly
COG2185	5.0	I	cobalamin binding
341WQ	5.0	G	Methylmuconolactone methyl-isomerase
33YTA	5.0	S	NA
324B7	5.0	S	Protein of unknown function (DUF1439)
32RWS	5.0	S	Domain of unknown function (DUF4399)
COG1598	5.0	S	sequence-specific DNA binding
COG1598	5.0	N	PFAM Uncharacterised protein family UPF0150
COG0561	5.0	S	phosphatase activity
COG0561	5.0	Q	phosphatase activity
31AKJ	5.0	S	Domain of unknown function (DUF4149)
COG2064	5.0	NU	Type II secretion system (T2SS), protein F
COG1290	5.0	C	electron transfer activity
COG1290	5.0	C	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis
COG0859	5.0	M	PFAM glycosyl transferase family 9
COG0859	5.0	M	ADP-heptose-lipopolysaccharide heptosyltransferase activity
COG1479	5.0	S	Protein of unknown function DUF262
COG1479	5.0	U	Protein of unknown function DUF262
COG2161	5.0	D	toxin-antitoxin pair type II binding
COG2076	5.0	P	lipopolysaccharide biosynthetic process
COG2076	5.0	P	Multidrug Resistance protein
COG1566	5.0	V	sulfathiazole transmembrane transporter activity
COG1566	5.0	V	PFAM secretion protein HlyD family protein
COG4960	5.0	OU	Type IV leader peptidase family
COG1317	5.0	N	bacterial-type flagellum organization
COG0053	5.0	P	cation transmembrane transporter activity
COG0053	5.0	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family
COG1136	5.0	V	(ABC) transporter
COG1136	5.0	V	lipoprotein transporter activity
COG0750	5.0	M	zinc metalloprotease
COG0750	5.0	M	metalloendopeptidase activity
COG0498	5.0	E	Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine
COG0498	5.0	E	threonine synthase activity
COG0305	5.0	L	DNA replication, synthesis of RNA primer
COG0305	5.0	L	Participates in initiation and elongation during chromosome replication
COG1186	5.0	J	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA
COG1186	5.0	J	translation release factor activity
COG4731	5.0	I	Uncharacterized protein conserved in bacteria (DUF2147)
COG4731	5.0	S	Uncharacterized protein conserved in bacteria (DUF2147)
COG1932	5.0	E	O-phospho-L-serine:2-oxoglutarate aminotransferase activity
COG1932	5.0	E	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine
3403P	5.0	S	NA
COG3237	5.0	S	CsbD-like
COG3237	5.0	K	CsbD-like
COG0670	5.0	S	negative regulation of Fas signaling pathway
COG0670	5.0	M	Belongs to the BI1 family
340HY	5.0	S	NA
COG0104	5.0	F	adenylosuccinate synthase activity
COG0104	5.0	F	Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP
32XBV	5.0	S	Domain of unknown function (DUF4400)
33EC8	5.0	S	NA
COG2062	5.0	T	phosphohistidine phosphatase, SixA
33BRA	5.0	S	Putative helicase
COG5501	5.0	S	NA
347ZG	5.0	S	NA
COG3303	5.0	C	nitrite reductase (cytochrome, ammonia-forming) activity
COG3303	5.0	C	Catalyzes the reduction of nitrite to ammonia, consuming six electrons in the process
COG2148	5.0	M	undecaprenyl-phosphate glucose phosphotransferase activity
COG2607	5.0	S	Protein of unknown function (DUF815)
COG2607	5.0	E	Atpase (Aaa
33SZN	5.0	S	NA
331X4	5.0	S	NA
32ZAV	5.0	S	Protein of unknown function (DUF1656)
COG3239	5.0	I	Fatty acid desaturase
COG3239	5.0	I	unsaturated fatty acid biosynthetic process
COG3147	5.0	C	Non-essential cell division protein that could be required for efficient cell constriction
COG3147	5.0	S	peptidoglycan binding
COG1289	5.0	F	transmembrane transporter activity
COG1289	5.0	S	transmembrane transporter activity
COG1432	5.0	M	Conserved Protein
COG1432	5.0	S	NYN domain
COG3261	5.0	C	nickel cation binding
COG3261	5.0	C	NADH dehydrogenase
COG3262	5.0	C	NADH dehydrogenase (ubiquinone), 30 kDa subunit
COG3262	5.0	C	NADH dehydrogenase (ubiquinone) activity
COG1881	5.0	EGP	PFAM PEBP family protein
COG1881	5.0	S	positive regulation of acetylcholine metabolic process
34BY5	5.0	S	NA
COG5267	5.0	N	Protein conserved in bacteria
COG5267	5.0	S	Protein of unknown function (DUF1800)
COG0761	5.0	IM	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis
COG0761	5.0	IM	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity
COG2846	5.0	D	protein repair
COG2846	5.0	D	Di-iron-containing protein involved in the repair of iron-sulfur clusters
COG0429	5.0	G	hydrolase of the alpha beta-hydrolase fold
COG0429	5.0	S	poly(3-hydroxybutyrate) depolymerase activity
COG2885	5.0	M	chlorophyll binding
COG0342	5.0	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA
COG0342	5.0	U	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
COG1569	5.0	S	PIN domain
COG0157	5.0	H	Belongs to the NadC ModD family
COG0157	5.0	H	quinolinate catabolic process
2ZVV9	5.0	S	NA
COG0515	5.0	KLT	serine threonine protein kinase
COG0515	5.0	KLT	protein kinase activity
COG3555	5.0	O	peptide-aspartate beta-dioxygenase activity
COG3555	5.0	O	Aspartyl Asparaginyl beta-hydroxylase
COG2091	5.0	H	holo-[acyl-carrier-protein] synthase activity
COG2091	5.0	H	lysine biosynthetic process via aminoadipic acid
COG0626	5.0	E	cystathionine gamma-synthase activity
COG1040	5.0	S	nucleoside metabolic process
COG1040	5.0	K	competence protein
342AG	5.0	S	NA
2Z9MP	5.0	S	Bacterial collagen, middle region
COG4106	5.0	S	trans-aconitate 2-methyltransferase activity
COG4106	5.0	FG	trans-aconitate 2-methyltransferase activity
COG3344	5.0	L	homing of group II introns
COG3344	5.0	L	reverse transcriptase
COG2211	5.0	G	symporter activity
COG2211	5.0	G	Major facilitator Superfamily
32HF7	5.0	S	Nucleotidyl transferase AbiEii toxin, Type IV TA system
COG4266	5.0	F	Belongs to the mitochondrial carrier (TC 2.A.29) family
COG4266	5.0	F	Belongs to the allantoicase family
341VS	5.0	S	NA
COG0863	5.0	L	Belongs to the N(4) N(6)-methyltransferase family
COG0863	5.0	L	N-4 methylation of cytosine
COG2189	5.0	L	site-specific DNA-methyltransferase (adenine-specific) activity
COG2189	5.0	L	Belongs to the N(4) N(6)-methyltransferase family
32W0C	5.0	S	NA
COG4456	5.0	L	Virulence-associated protein
COG4456	5.0	S	NA
COG3342	5.0	O	major pilin protein fima
COG3342	5.0	S	Family of unknown function (DUF1028)
33DFE	5.0	S	NA
33Z80	5.0	S	NA
COG1988	5.0	S	SOS response
COG1988	5.0	NT	membrane-bound metal-dependent
COG1981	5.0	S	membrane
COG1981	5.0	S	Uncharacterised protein family (UPF0093)
32VYD	5.0	S	NA
COG4324	5.0	S	Putative aminopeptidase
COG4324	5.0	I	Aminopeptidase
COG3825	5.0	S	VWA domain containing CoxE-like protein
COG3825	5.0	H	VWA domain containing CoxE-like protein
33UX5	5.0	S	NA
COG3064	5.0	M	Membrane
COG3064	5.0	M	translation initiation factor activity
32YUX	5.0	S	Bacterial antitoxin of type II TA system, VapB
COG4409	5.0	G	exo-alpha-(2->8)-sialidase activity
COG4409	5.0	G	exo-alpha-(2->6)-sialidase activity
COG1886	5.0	N	bacterial-type flagellum-dependent cell motility
COG1886	5.0	N	FliN is one of three proteins (FliG, FliN, FliM) that form the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation
COG0574	5.0	G	phosphotransferase activity, paired acceptors
COG0574	5.0	G	Belongs to the PEP-utilizing enzyme family
COG4968	5.0	NU	Prepilin-type N-terminal cleavage methylation domain
COG4968	5.0	NU	Prokaryotic N-terminal methylation motif
COG4105	5.0	NU	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
COG4105	5.0	S	cell envelope organization
33XXI	5.0	S	NA
COG2956	5.0	G	Modulates cellular lipopolysaccharide (LPS) levels by regulating LpxC, which is involved in lipid A biosynthesis. May act by modulating the proteolytic activity of FtsH towards LpxC. May also coordinate assembly of proteins involved in LPS synthesis at the plasma membrane
COG2956	5.0	G	lipopolysaccharide metabolic process
COG3663	5.0	L	DNA glycosylase
COG3663	5.0	L	G/U mismatch-specific uracil-DNA glycosylase activity
33DQU	5.0	S	NA
32ZX0	5.0	S	NA
33ZIN	5.0	S	NA
COG3014	5.0	T	cysteine-type peptidase activity
COG3014	5.0	S	protein conserved in bacteria
33GCH	5.0	S	Immunity protein 50
2ZAX2	5.0	S	NA
341DR	5.0	S	NA
COG2897	5.0	P	thiosulfate sulfurtransferase activity
COG1140	5.0	C	3 iron, 4 sulfur cluster binding
COG1140	5.0	C	nitrate reductase beta subunit
COG1609	5.0	K	Transcriptional regulator
COG1609	5.0	K	purine nucleotide biosynthetic process
COG0115	5.0	E	Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family
COG0115	5.0	E	branched-chain-amino-acid transaminase activity
COG0147	5.0	EH	anthranilate synthase activity
COG0147	5.0	EH	Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia
COG3766	5.0	S	Domain of Unknown Function (DUF350)
COG3766	5.0	E	membrane
COG0262	5.0	H	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis
COG0262	5.0	H	dihydrofolate reductase activity
COG2137	5.0	M	regulation of response to DNA damage stimulus
COG2137	5.0	S	regulation of DNA repair
COG2873	5.0	E	Cys/Met metabolism PLP-dependent enzyme
COG2873	5.0	E	o-acetylhomoserine
33WHC	5.0	S	NA
COG0174	5.0	E	glutamate-ammonia ligase activity
COG0174	5.0	E	glutamine synthetase
COG0449	5.0	M	glutamine-fructose-6-phosphate transaminase (isomerizing) activity
COG0767	5.0	Q	Permease MlaE
COG0767	5.0	Q	ABC-type transport system involved in resistance to organic solvents, permease component
COG2203	5.0	T	diguanylate cyclase activity
COG2203	5.0	T	Gaf domain
COG1101	5.0	S	ABC transporter
COG2146	5.0	P	2 iron, 2 sulfur cluster binding
COG2146	5.0	P	nitrite reductase [NAD(P)H] activity
2ZAMM	5.0	S	PFAM RES domain protein
COG0755	5.0	O	Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes
COG0755	5.0	O	cytochrome complex assembly
COG0476	5.0	H	ubiquitin-like modifier activating enzyme activity
COG0476	5.0	H	Involved in molybdopterin and thiamine biosynthesis, family 2
COG1560	5.0	M	Kdo2-lipid A biosynthetic process
COG1236	5.0	J	Exonuclease of the beta-lactamase fold involved in RNA processing
COG1236	5.0	J	nucleic acid phosphodiester bond hydrolysis
COG1232	5.0	H	Catalyzes the 6-electron oxidation of protoporphyrinogen-IX to form protoporphyrin-IX
COG1232	5.0	H	protoporphyrinogen oxidase activity
COG2940	5.0	S	histone-lysine N-methyltransferase activity
COG2940	5.0	K	SET domain
COG1906	5.0	S	NA
COG1906	5.0	C	membrane
COG3025	5.0	S	triphosphatase activity
COG5607	5.0	S	CHAD
COG5607	5.0	F	PFAM CHAD domain containing protein
COG1120	5.0	HP	ATPase activity
COG0114	5.0	C	fumarate hydratase activity
COG1574	5.0	S	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
COG1574	5.0	G	metal-dependent hydrolase with the TIM-barrel fold
COG1087	5.0	M	Belongs to the NAD(P)-dependent epimerase dehydratase family
COG1087	5.0	M	UDP-glucose 4-epimerase activity
COG3228	5.0	U	Belongs to the MtfA family
COG3228	5.0	S	metallopeptidase activity
33ZXI	5.0	S	NA
COG3180	5.0	S	Ammonia monooxygenase
COG3180	5.0	S	Transition state regulatory protein AbrB
COG4770	5.0	I	biotin carboxylase activity
COG4770	5.0	I	CoA carboxylase activity
COG0166	5.0	G	glucose-6-phosphate isomerase activity
COG0166	5.0	G	Belongs to the GPI family
COG1520	5.0	J	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
COG1520	5.0	S	amino acid activation for nonribosomal peptide biosynthetic process
COG2379	5.0	G	glycerate kinase activity
COG2379	5.0	G	hydroxypyruvate reductase
COG3473	5.0	Q	maleate isomerase activity
COG3473	5.0	Q	Maleate cis-trans isomerase
COG4269	5.0	S	Bacterial protein of unknown function (DUF898)
COG4269	5.0	T	membrane
COG5393	5.0	S	Putative Actinobacterial Holin-X, holin superfamily III
31TYQ	5.0	S	CNP1-like family
COG1176	5.0	P	ABC-type spermidine putrescine transport system, permease component I
COG1176	5.0	P	putrescine transport
COG1177	5.0	P	transmembrane transport
COG1177	5.0	P	DNA import into cell involved in transformation
31XRK	5.0	S	Protein of unknown function (DUF2894)
COG4302	5.0	E	ethanolamine ammonia-lyase activity
COG2370	5.0	O	NA
COG2370	5.0	O	cobalamin-transporting ATPase activity
COG2718	5.0	T	Belongs to the UPF0229 family
